OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNC,EXCEPTRSND,SEVERITYCO,SEVERITYDE,COLLISIONT,PERSONCOUN,PEDCOUNT,PEDCYLCOUN,VEHCOUNT,INJURIES,SERIOUSINJ,FATALITIES,INCDATE,INCDTTM,JUNCTIONTY,SDOT_COLCO,SDOT_COLDE,INATTENTIO,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTG,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKK,HITPARKEDC,geometry,near_str_index,min_length,weather_group,date,time,hour,dayofweek,weekday,rushhour,weather_group2
200879,302152,303372,E837351,Matched,Intersection,29880.0,9TH AVE AND PINE ST,,,2,Injury Collision,Cycles,2,1,1,0,2,0,0,2018-09-01T00:00:00.000Z,9/1/2018 7:11:00 PM,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Clear or Partly Cloudy,Dry,Daylight,,,,7.0,Pedalcyclist Strikes Pedalcyclist or Pedestrian,0,0,N,POINT (1270781.206834078 227395.6786209047),6076.0,0.0,Clear or Partly Cloudy,2018-09-01,19:11:00,19.0,5,0,1.0,Clear or Partly Cloudy
200885,300380,301580,E825146,Matched,Block,,4TH AVE S BETWEEN S MEAD ST AND S FIDALGO ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2018-08-04T00:00:00.000Z,8/4/2018 2:19:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,6.0,Pedalcyclist Strikes Moving Vehicle,0,0,N,POINT (1270944.553394243 204495.8686774522),408.0,1.7238528520422337e-06,Clear or Partly Cloudy,2018-08-04,14:19:00,14.0,5,0,0.0,Clear or Partly Cloudy
200930,300908,302128,E829500,Matched,Intersection,287144.0,BURKE GILMAN TRL AND NW 42ND ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-08-15T00:00:00.000Z,8/15/2018 10:32:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,6.0,Pedalcyclist Strikes Moving Vehicle,0,0,N,POINT (1263036.861226141 243684.2264775932),15101.0,0.0,Clear or Partly Cloudy,2018-08-15,10:32:00,10.0,2,1,0.0,Clear or Partly Cloudy
200955,302374,303594,E835373,Matched,Intersection,25475.0,KIRKWOOD PL N AND EAST GREEN LAKE WAY N,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-08-27T00:00:00.000Z,8/27/2018 6:38:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,5.0,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1270319.042609602 249360.7172354013),1088.0,0.0,Clear or Partly Cloudy,2018-08-27,18:38:00,18.0,0,1,1.0,Clear or Partly Cloudy
200958,302181,303401,3751615,Matched,Intersection,36685.0,RAVENNA AVE NE AND NE 105TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-09-14T00:00:00.000Z,9/14/2018 7:13:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Raining,Wet,Daylight,Y,,,5.0,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1279925.369147435 260514.0318068266),7153.0,0.0,Raining,2018-09-14,07:13:00,7.0,4,1,1.0,Raining
200982,300641,301841,E828564,Matched,Intersection,31349.0,6TH AVE S AND S HOLGATE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-08-15T00:00:00.000Z,8/15/2018 11:09:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,6.0,Pedalcyclist Strikes Moving Vehicle,0,0,N,POINT (1272083.870515406 217390.9738426656),541.0,0.0,Clear or Partly Cloudy,2018-08-15,11:09:00,11.0,2,1,0.0,Clear or Partly Cloudy
198009,281377,282248,3818306,Matched,Block,,15TH AVE S BETWEEN S HOLGATE ST AND S PLUM ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-04-06T00:00:00.000Z,4/6/2018 9:25:00 AM,Mid-Block (not related to intersection),23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",,N,Overcast,Dry,Daylight,,,,5.0,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1275193.166326597 217248.3972025216),13034.0,1.2875097200273022e-05,Overcast,2018-04-06,09:25:00,9.0,4,1,1.0,Clear or Partly Cloudy
198016,281366,282246,3782837,Matched,Block,,RAINIER AVE S BETWEEN S THISTLE ST AND S CLOVERDALE ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2018-04-05T00:00:00.000Z,4/5/2018 8:55:00 PM,Mid-Block (not related to intersection),21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,N,Overcast,Wet,Dark - Street Lights On,,,,5.0,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1285496.145473152 195563.1703003049),19024.0,1.2429900517219048e-07,Overcast,2018-04-05,20:55:00,20.0,3,1,0.0,Clear or Partly Cloudy
198073,285658,286518,3746309,Matched,Block,,S JACKSON ST BETWEEN 23RD AVE S AND 25TH AVE S,,,1,Property Damage Only Collision,Rear Ended,3,0,1,2,0,0,0,2018-05-04T00:00:00.000Z,5/4/2018 8:39:00 AM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,14.0,From same direction - both going straight - one stopped - rear-end,0,0,N,POINT (1278322.777657807 222054.0631914437),22929.0,2.0441387541700194e-05,Clear or Partly Cloudy,2018-05-04,08:39:00,8.0,4,1,1.0,Clear or Partly Cloudy
198137,281440,282300,E783315,Matched,Block,,4TH AVE S BETWEEN S MAIN ST AND S JACKSON ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2018-03-20T00:00:00.000Z,3/20/2018 8:22:00 AM,Driveway Junction,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,5.0,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1271441.052786753 222307.9557996988),5733.0,2.707079233585672e-05,Clear or Partly Cloudy,2018-03-20,08:22:00,8.0,1,1,1.0,Clear or Partly Cloudy
198174,282757,283617,E790089,Matched,Intersection,29065.0,11TH AVE AND E DENNY WAY,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-04-09T00:00:00.000Z,4/9/2018 7:30:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,5.0,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1274227.709493607 229237.3341747969),1075.0,0.0,Clear or Partly Cloudy,2018-04-09,19:30:00,19.0,0,1,1.0,Clear or Partly Cloudy
198186,282704,283564,E790073,Matched,Intersection,29741.0,13TH AVE AND E PINE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-03-21T00:00:00.000Z,3/21/2018 3:39:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,Y,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1274860.796214253 227953.2678694725),3935.0,0.0,Clear or Partly Cloudy,2018-03-21,15:39:00,15.0,2,1,1.0,Clear or Partly Cloudy
198205,284457,285337,E791797,Matched,Intersection,26896.0,STONE WAY N AND N 34TH ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2018-04-24T00:00:00.000Z,4/24/2018 8:45:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,5.0,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1268384.754735619 240216.4179620296),4878.0,0.0,Clear or Partly Cloudy,2018-04-24,08:45:00,8.0,1,1,1.0,Clear or Partly Cloudy
198262,279344,280244,3742485,Matched,Intersection,33794.0,CALIFORNIA AVE SW AND SW ORCHARD ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-03-27T00:00:00.000Z,3/27/2018 8:39:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Overcast,Wet,Dawn,Y,,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1256609.550371572 200446.2234893143),12951.0,0.0,Overcast,2018-03-27,08:39:00,8.0,1,1,1.0,Clear or Partly Cloudy
198278,279357,280257,3754476,Matched,Intersection,25423.0,14TH AVE NW AND NW MARKET ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-03-27T00:00:00.000Z,3/27/2018 9:16:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45.0,Vehicle - Pedalcyclist,0,0,N,POINT (1260938.171943992 247706.2063857019),7584.0,0.0,Clear or Partly Cloudy,2018-03-27,21:16:00,21.0,1,1,0.0,Clear or Partly Cloudy
198305,282761,283621,E790684,Matched,Intersection,30191.0,19TH AVE AND E JEFFERSON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-04-21T00:00:00.000Z,4/21/2018 2:13:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,,6.0,Pedalcyclist Strikes Moving Vehicle,0,0,N,POINT (1276748.510008186 224593.9193860441),2476.0,0.0,Raining,2018-04-21,14:13:00,14.0,5,0,0.0,Raining
198311,280391,281271,3583889,Matched,Block,,PIKE ST BETWEEN 4TH AVE AND 5TH AVE,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2018-03-29T00:00:00.000Z,3/29/2018 5:09:00 PM,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,5.0,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1269751.415857017 226291.3588757813),6586.0,1.0206129802946694e-08,Clear or Partly Cloudy,2018-03-29,17:09:00,17.0,3,1,1.0,Clear or Partly Cloudy
198319,284580,285460,3702627,Matched,Block,,9TH AVE BETWEEN MARION ST AND MADISON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-04-27T00:00:00.000Z,4/27/2018 2:59:00 PM,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,6.0,Pedalcyclist Strikes Moving Vehicle,0,0,N,POINT (1271977.238963306 225374.6262668371),21042.0,9.147574193854228e-06,Clear or Partly Cloudy,2018-04-27,14:59:00,14.0,4,1,0.0,Clear or Partly Cloudy
198325,284557,285437,E791808,Matched,Intersection,29685.0,1ST AVE AND VINE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-04-23T00:00:00.000Z,4/23/2018 8:54:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,5.0,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1266443.476525635 228108.6007336378),4941.0,0.0,Clear or Partly Cloudy,2018-04-23,08:54:00,8.0,0,1,1.0,Clear or Partly Cloudy
198341,286503,287363,3753483,Matched,Block,,2ND AVE BETWEEN PIKE ST AND PINE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-05-08T00:00:00.000Z,5/8/2018 5:35:00 PM,Driveway Junction,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,N,Overcast,Dry,Daylight,Y,,,5.0,Vehicle Strikes Pedalcyclist,12179,0,N,POINT (1268950.511472195 226064.2551955432),9591.0,1.6780158607627556e-05,Overcast,2018-05-08,17:35:00,17.0,1,1,1.0,Clear or Partly Cloudy
198352,286517,287377,E795652,Matched,Block,,DEXTER AVE N BETWEEN HAYES ST AND HOWE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-05-01T00:00:00.000Z,5/1/2018 7:43:00 AM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,6.0,Pedalcyclist Strikes Moving Vehicle,0,0,N,POINT (1268408.639919654 235271.560932979),15565.0,6.7242681277130444e-06,Clear or Partly Cloudy,2018-05-01,07:43:00,7.0,1,1,1.0,Clear or Partly Cloudy
198368,287039,287919,3742066,Matched,Intersection,31125.0,47TH AVE SW AND SW HILL ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-05-15T00:00:00.000Z,5/15/2018 8:28:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Overcast,Dry,Daylight,,,,6.0,Pedalcyclist Strikes Moving Vehicle,0,0,N,POINT (1255847.661346778 217450.7664827257),10234.0,0.0,Overcast,2018-05-15,08:28:00,8.0,1,1,1.0,Clear or Partly Cloudy
198381,289362,290222,3812119,Matched,Block,,DEXTER AVE N BETWEEN PROSPECT ST AND HIGHLAND DR,,,2,Injury Collision,Cycles,5,0,1,1,1,0,0,2018-05-22T00:00:00.000Z,5/22/2018 5:34:00 PM,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,5.0,Vehicle Strikes Pedalcyclist,43016,0,N,POINT (1268362.522095606 233198.6153948456),11638.0,3.3647344968827175e-06,Clear or Partly Cloudy,2018-05-22,17:34:00,17.0,1,1,1.0,Clear or Partly Cloudy
198412,279381,280281,3754047,Matched,Block,,ROOSEVELT WAY NE BETWEEN NE 42ND N ST AND NE 43RD S ST,,,2b,Serious Injury Collision,Cycles,2,1,1,0,2,1,0,2018-03-28T00:00:00.000Z,3/28/2018 6:52:00 AM,Mid-Block (not related to intersection),64,PEDALCYCLIST STRUCK PEDESTRIAN,,N,Overcast,Dry,Daylight,Y,,,7.0,Pedalcyclist Strikes Pedalcyclist or Pedestrian,8990,0,N,POINT (1274621.021750003 243878.6222537905),19030.0,1.4612336307282195e-05,Overcast,2018-03-28,06:52:00,6.0,2,1,0.0,Clear or Partly Cloudy
198446,281541,282401,E778409,Matched,Intersection,28781.0,9TH AVE N AND HARRISON ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2018-03-01T00:00:00.000Z,3/1/2018 9:30:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,N,Overcast,Dry,Daylight,,,,5.0,Vehicle Strikes Pedalcyclist,15960,0,N,POINT (1268938.637616187 230539.3867841214),3563.0,0.0,Overcast,2018-03-01,09:30:00,9.0,3,1,1.0,Clear or Partly Cloudy
198463,284718,285598,2501727,Matched,,,,NEI,"Not Enough Information, or Insufficient Location Information",2,Injury Collision,Cycles,1,0,1,0,1,0,0,2012-04-13T00:00:00.000Z,4/13/2012 9:43:00 AM,,0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45.0,Vehicle - Pedalcyclist,0,0,N,,,,Clear or Partly Cloudy,2012-04-13,09:43:00,9.0,4,1,1.0,Clear or Partly Cloudy
198478,282820,283680,E790862,Matched,Intersection,24232.0,DENSMORE AVE N AND N 80TH E ST,,,2,Injury Collision,Angles,2,0,1,1,1,0,0,2018-04-19T00:00:00.000Z,4/19/2018 5:15:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,10.0,Entering at angle,0,0,N,POINT (1269898.399281174 254188.5608243495),4065.0,0.0,Clear or Partly Cloudy,2018-04-19,17:15:00,17.0,3,1,1.0,Clear or Partly Cloudy
198487,288297,289157,E798586,Matched,Intersection,25640.0,GREENWOOD AVE N AND N 54TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-05-02T00:00:00.000Z,5/2/2018 5:39:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,5.0,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1265415.253036588 247308.5787373036),1269.0,0.0,Clear or Partly Cloudy,2018-05-02,17:39:00,17.0,2,1,1.0,Clear or Partly Cloudy
198549,290137,290997,E802850,Matched,Block,,W NICKERSON ST BETWEEN 6TH AVE W AND 8TH AVE W,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-05-29T00:00:00.000Z,5/29/2018 10:16:00 AM,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,5.0,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1262695.041193798 241584.5659954399),8186.0,1.6125986739598256e-05,Clear or Partly Cloudy,2018-05-29,10:16:00,10.0,1,1,0.0,Clear or Partly Cloudy
198658,299868,301068,E820986,Matched,Intersection,25226.0,28TH AVE NW AND NW MARKET ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-07-04T00:00:00.000Z,7/4/2018 12:45:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,6.0,Pedalcyclist Strikes Moving Vehicle,0,0,N,POINT (1256191.168291137 247797.9854577929),1669.0,0.0,Clear or Partly Cloudy,2018-07-04,12:45:00,12.0,2,1,0.0,Clear or Partly Cloudy
198684,298478,299649,3745573,Matched,Block,,FAUNTLEROY ER WAY SW BETWEEN SW CONCORD ST AND SW HENDERSON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-07-24T00:00:00.000Z,7/24/2018 1:53:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,8.0,Pedalcyclist All Other Involvements ONE UNIT - PEDALCYCLIST ONLY or PEDALCYCLIST STR,0,0,N,POINT (1255153.612450078 194995.8320597261),6349.0,2.7088789049004905e-05,Clear or Partly Cloudy,2018-07-24,13:53:00,13.0,1,1,0.0,Clear or Partly Cloudy
198704,294758,295858,3811781,Matched,Block,,PINE ST BETWEEN 2ND AVE AND 3RD AVE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-06-30T00:00:00.000Z,6/30/2018 4:21:00 PM,Mid-Block (not related to intersection),21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,N,Clear or Partly Cloudy,Dry,Daylight,,,,5.0,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1268979.957296237 226329.7761558145),17299.0,1.75630671531502e-05,Clear or Partly Cloudy,2018-06-30,16:21:00,16.0,5,0,1.0,Clear or Partly Cloudy
198713,292852,293872,3812335,Matched,Block,,ALASKAN WAY BETWEEN XW BELL ST AND WALL ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-06-12T00:00:00.000Z,6/12/2018 6:20:00 PM,Mid-Block (not related to intersection),54,PEDALCYCLIST STRUCK MOTOR VEHICLE REAR END,,N,Clear or Partly Cloudy,Dry,Daylight,,,,6.0,Pedalcyclist Strikes Moving Vehicle,0,0,N,POINT (1266337.989357531 226993.4955164939),12522.0,3.878887756723577e-06,Clear or Partly Cloudy,2018-06-12,18:20:00,18.0,1,1,1.0,Clear or Partly Cloudy
198758,297983,299103,3814089,Matched,Block,,RAINIER AVE S BETWEEN S DEARBORN ST AND S CHARLES N ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-07-16T00:00:00.000Z,7/16/2018 10:55:00 AM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,Y,5.0,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1275853.777527273 220580.3917019218),908.0,3.900697900339655e-05,Clear or Partly Cloudy,2018-07-16,10:55:00,10.0,0,1,0.0,Clear or Partly Cloudy
198774,296798,297918,3814108,Matched,Intersection,33100.0,AIRPORT WAY S AND S LUCILE ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2018-07-09T00:00:00.000Z,7/9/2018 2:00:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,5.0,Vehicle Strikes Pedalcyclist,0,522738,N,POINT (1273078.798132434 205396.5287743807),1827.0,0.0,Clear or Partly Cloudy,2018-07-09,14:00:00,14.0,0,1,0.0,Clear or Partly Cloudy
198784,297985,299105,3814095,Matched,Intersection,28645.0,3RD AVE W AND W REPUBLICAN ST,,,2,Injury Collision,Cycles,4,0,1,1,2,0,0,2018-07-17T00:00:00.000Z,7/17/2018 7:30:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dusk,,,,6.0,Pedalcyclist Strikes Moving Vehicle,0,0,N,POINT (1263799.846442923 231094.590880692),13059.0,0.0,Clear or Partly Cloudy,2018-07-17,19:30:00,19.0,1,1,1.0,Clear or Partly Cloudy
198785,296784,297904,3814082,Matched,Intersection,29826.0,12TH AVE AND E ALDER ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-07-10T00:00:00.000Z,7/10/2018 5:35:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,5.0,Vehicle Strikes Pedalcyclist,0,10590,N,POINT (1274480.128053859 223979.3716734052),2319.0,0.0,Clear or Partly Cloudy,2018-07-10,17:35:00,17.0,1,1,1.0,Clear or Partly Cloudy
198789,296783,297903,3812357,Matched,Intersection,30363.0,ALASKAN WAY S AND S MAIN ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-07-14T00:00:00.000Z,7/14/2018 5:42:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,5.0,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1269731.106609002 222497.5246318877),8725.0,0.0,Clear or Partly Cloudy,2018-07-14,17:42:00,17.0,5,0,1.0,Clear or Partly Cloudy
198790,299079,300259,3812383,Matched,Intersection,26424.0,MAGNOLIA BLVD W AND W BERTONA ST,,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2018-07-27T00:00:00.000Z,7/27/2018 8:51:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,6.0,Pedalcyclist Strikes Moving Vehicle,0,0,N,POINT (1250800.934109613 241274.7277871221),8121.0,0.0,Clear or Partly Cloudy,2018-07-27,08:51:00,8.0,4,1,1.0,Clear or Partly Cloudy
198831,299620,300820,3818779,Matched,Intersection,33331.0,15TH AVE S AND S DAWSON ST,,,1,Property Damage Only Collision,Cycles,4,0,1,1,0,0,0,2018-07-18T00:00:00.000Z,7/18/2018 8:42:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,5.0,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1274958.286902353 206190.4185671955),7659.0,0.0,Clear or Partly Cloudy,2018-07-18,08:42:00,8.0,2,1,1.0,Clear or Partly Cloudy
198845,292246,293186,E806321,Matched,Intersection,24276.0,AURORA AVE N AND GREEN LAKE DR N,,,2,Injury Collision,Angles,2,0,1,1,1,0,0,2018-06-08T00:00:00.000Z,6/8/2018 6:13:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Raining,Wet,Daylight,,,,10.0,Entering at angle,0,0,N,POINT (1268246.782511488 255021.2704571933),7112.0,0.0,Raining,2018-06-08,18:13:00,18.0,4,1,1.0,Raining
198880,290825,291705,E796166,Matched,Block,,ROOSEVELT WAY NE BETWEEN NE 64TH ST AND NE 65TH ST,,,2,Injury Collision,Cycles,2,1,1,0,2,0,0,2018-05-02T00:00:00.000Z,5/2/2018 9:05:00 AM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,7.0,Pedalcyclist Strikes Pedalcyclist or Pedestrian,0,0,N,POINT (1274836.256694227 249891.2103559375),11164.0,2.1889025405146933e-05,Clear or Partly Cloudy,2018-05-02,09:05:00,9.0,2,1,1.0,Clear or Partly Cloudy
198882,296837,297957,E816655,Matched,Intersection,29872.0,BOREN AVE AND PINE ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2018-07-06T00:00:00.000Z,7/6/2018 3:49:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,6.0,Pedalcyclist Strikes Moving Vehicle,0,0,N,POINT (1271335.12145865 227723.9425572455),896.0,0.0,Clear or Partly Cloudy,2018-07-06,15:49:00,15.0,4,1,1.0,Clear or Partly Cloudy
198912,295958,297078,E814604,Matched,Intersection,24803.0,RAVENNA AVE NE AND NE 65TH ST,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2018-07-03T00:00:00.000Z,7/3/2018 3:40:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,5.0,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1278176.400697649 249963.2055560201),4203.0,0.0,Clear or Partly Cloudy,2018-07-03,15:40:00,15.0,1,1,1.0,Clear or Partly Cloudy
198939,299884,301084,E822348,Matched,Intersection,26007.0,20TH AVE NE AND NE RAVENNA EB BV,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2018-07-05T00:00:00.000Z,7/5/2018 7:04:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,5.0,Vehicle Strikes Pedalcyclist,0,0,N,POINT (1277470.848312929 247569.5105775595),151.0,0.0,Clear or Partly Cloudy,2018-07-05,19:04:00,19.0,3,1,1.0,Clear or Partly Cloudy
