index,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNC,EXCEPTRSND,SEVERITYCO,SEVERITYDE,COLLISIONT,PERSONCOUN,PEDCOUNT,PEDCYLCOUN,VEHCOUNT,INJURIES,SERIOUSINJ,FATALITIES,INCDATE,INCDTTM,JUNCTIONTY,SDOT_COLCO,SDOT_COLDE,INATTENTIO,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTG,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKK,HITPARKEDC,geometry,near_str_index
189396,188397,248318,248898,3731784,Matched,Intersection,34696,35TH AVE SW AND SW CLOVERDALE S ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-09-16T00:00:00.000Z,9/16/2017 12:47:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,22795,0,N,POINT (1259144.575782165 195728.9137884825),1966.0
189428,188429,246121,246701,3703929,Matched,Block,,BLANCHARD ST BETWEEN 6TH AVE AND 7TH AVE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-07-18T00:00:00.000Z,7/18/2017 4:49:00 PM,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,Y,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1268718.287215963 228433.1391659677),6255.0
189431,188432,246120,246700,3703782,Matched,Block,,EASTLAKE AVE E BETWEEN PROSPECT ST AND E NELSON PL,,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2017-07-27T00:00:00.000Z,7/27/2017 2:06:00 PM,Driveway Junction,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,11613,0,N,POINT (1271741.66072306 233260.7382109165),18776.0
189476,188477,247946,248526,E694174,Matched,Block,,EASTLAKE AVE E BETWEEN HARVARD AVE E AND FUHRMAN AVE E,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-07-11T00:00:00.000Z,7/11/2017 3:26:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,6078,0,N,POINT (1273599.974708959 241029.8313388675),6386.0
189500,188501,247601,248181,E698465,Matched,Intersection,29576,5TH AVE AND PIKE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-07-14T00:00:00.000Z,7/14/2017 11:22:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,0,522108,N,POINT (1269889.867825165 226373.2711958587),5947.0
189538,188539,248962,249562,3774083,Matched,Block,,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-09-29T00:00:00.000Z,9/29/2017 10:10:00 PM,Mid-Block (not related to intersection),56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,10368,0,N,POINT (1272790.179892138 227976.9255975038),12862.0
189550,188551,248765,249345,3702032,Matched,Block,,PIKE ST BETWEEN BOREN AVE AND MELROSE AVE,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-09-26T00:00:00.000Z,9/26/2017 9:19:00 AM,Mid-Block (not related to intersection),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,31077,0,N,POINT (1271690.664371014 227440.0434209555),6658.0
189585,188586,246514,247094,3753595,Matched,Block,,2ND AVE BETWEEN PIKE ST AND PINE ST,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-08-15T00:00:00.000Z,8/15/2017 6:06:00 AM,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dawn,,,,45,Vehicle - Pedalcyclist,12179,0,N,POINT (1268950.511472195 226064.2551955432),9715.0
189592,188593,247609,248189,E698814,Matched,Intersection,25170,RUSSELL AVE NW AND NW IONE PL,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-08-02T00:00:00.000Z,8/2/2017 11:35:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1259326.112294346 246796.8905447721),945.0
189638,188639,248975,249575,3746283,Matched,Intersection,29171,DENNY WAY AND VIRGINIA ST,,,1,Property Damage Only Collision,Cycles,0,0,1,1,0,0,0,2017-09-27T00:00:00.000Z,9/27/2017 5:29:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,23533,0,N,POINT (1270587.007281885 229218.2434867769),12078.0
189680,188681,249176,249776,E704092,Matched,Block,,23RD AVE NE BETWEEN NE 65TH ST AND NE 68TH ST,,,2,Injury Collision,Cycles,0,0,2,1,1,0,0,2017-08-18T00:00:00.000Z,8/18/2017 11:44:00 AM,Mid-Block (not related to intersection),61,PEDALCYCLIST STRUCK PEDALCYCLIST REAR END,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1278441.190073922 250293.9920523614),19745.0
189693,188694,248158,248738,3753415,Matched,Intersection,28734,9TH AVE N AND WESTLAKE AVE N,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-09-10T00:00:00.000Z,9/10/2017 7:50:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,699738,N,POINT (1269009.221424267 232407.7075540423),6836.0
189696,188697,248157,248737,3747969,Matched,Intersection,25545,STONE WAY N AND N 49TH ST,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-09-12T00:00:00.000Z,9/12/2017 5:50:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,40696,0,N,POINT (1269011.817264259 245949.9749599099),1263.0
189697,188698,247017,247617,3694596,Matched,Intersection,26916,BURKE AVE N AND N NORTHLAKE WAY,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-08-31T00:00:00.000Z,8/31/2017 10:18:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Raining,Wet,Daylight,,,,45,Vehicle - Pedalcyclist,0,522489,N,POINT (1270247.452977523 239571.4920093715),7209.0
189711,188712,247014,247614,3476723,Matched,Intersection,30410,12TH AVE AND E YESLER WAY,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-08-30T00:00:00.000Z,8/30/2017 6:20:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,42680,0,N,POINT (1274461.188917845 223006.7211764157),8520.0
189715,188716,247311,247892,3773842,Matched,Intersection,28490,E BLAINE ST AND E MADISON ST,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-09-03T00:00:00.000Z,9/3/2017 8:05:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,0,524081,N,POINT (1283793.623615399 234808.6445164979),6953.0
189720,188721,248138,248718,3706622,Matched,Intersection,27112,EASTLAKE AVE NE AND UNIVERSITY BR,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-09-11T00:00:00.000Z,9/11/2017 8:49:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1274473.53912586 242626.2865085006),4188.0
189736,188737,247640,248220,E700065,Matched,Intersection,29839,12TH AVE AND E SPRUCE ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-07-18T00:00:00.000Z,7/18/2017 7:05:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,10576,0,N,POINT (1274474.081845865 223670.7575290948),1167.0
189784,188785,249388,249988,E716741,Matched,Intersection,25786,7TH AVE NE AND NE 50TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-09-05T00:00:00.000Z,9/5/2017 3:53:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,25786,N,POINT (1273940.00901331 246097.7338080555),1409.0
189797,188798,249185,249785,E704341,Matched,Block,,DEXTER AVE N BETWEEN ALOHA ST AND WARD ST,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-08-21T00:00:00.000Z,8/21/2017 8:50:00 AM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,43010,0,N,POINT (1268346.33867158 232567.0792662054),8465.0
189826,188827,247027,247627,3774009,Matched,Intersection,27164,HARVARD AVE E AND E GWINN PL,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-08-30T00:00:00.000Z,8/30/2017 6:44:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,6046,0,N,POINT (1273474.735412836 239856.7778976709),3616.0
189871,188872,247982,248562,E694599,Matched,Block,,15TH AVE NE BETWEEN NE 130TH ST AND NE BROCKMAN S PL,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-07-18T00:00:00.000Z,7/18/2017 10:42:00 PM,Mid-Block (not related to intersection),21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,13562,0,N,POINT (1276331.606583759 267414.4669498801),16312.0
189873,188874,247812,248392,3706621,Matched,Intersection,26241,44TH AVE NE AND NE 50TH ST,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-09-10T00:00:00.000Z,9/10/2017 7:01:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dawn,,,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1283847.845183462 245886.0389598459),1412.0
189889,188890,248582,249162,3736668,Matched,Block,,DENSMORE AVE N BETWEEN N 125TH ST AND N 128TH ST,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-09-20T00:00:00.000Z,9/20/2017 6:52:00 PM,Mid-Block (not related to intersection),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Overcast,Dry,Dusk,,,,45,Vehicle - Pedalcyclist,5615,0,N,POINT (1270081.373873368 266542.976004988),12723.0
189932,188933,249403,250003,E717104,Matched,Intersection,26815,STONE WAY N AND N 43RD ST,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-09-28T00:00:00.000Z,9/28/2017 9:38:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1268588.764207825 244095.1809740067),14579.0
189936,188937,248790,249370,3773994,Matched,Block,,18TH AVE BETWEEN E PINE ST AND E MADISON ST,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-09-25T00:00:00.000Z,9/25/2017 11:50:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1276516.924983948 228077.9308456033),2500.0
189976,188977,247327,247908,3764354,Matched,Block,,ROOSEVELT WAY NE BETWEEN NE 65TH ST AND NE 66TH ST,,,1,Property Damage Only Collision,Cycles,0,0,1,1,0,0,0,2017-09-03T00:00:00.000Z,9/3/2017 4:23:00 PM,Mid-Block (not related to intersection),00,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,0,Y,POINT (1274840.561206236 250178.4389002323),20162.0
189987,188988,247321,247902,3744356,Matched,Block,,DELRIDGE WAY SW BETWEEN PUGET BLVD SW AND SW BRANDON ST,,,2,Injury Collision,Cycles,0,0,1,1,2,0,0,2017-09-02T00:00:00.000Z,9/2/2017 9:50:00 PM,Driveway Junction,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1262730.180265829 206012.9168710113),6351.0
190044,190045,249696,250296,E704711,Matched,Intersection,33108,AIRPORT WAY S AND CORSON AVE S,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-08-21T00:00:00.000Z,8/21/2017 7:00:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,5633,0,N,POINT (1273378.571828738 204927.7095738947),10431.0
190087,190088,250577,251177,E719718,Matched,Block,,ELLIOTT AVE W BETWEEN W THOMAS N ST AND 4TH AVE W,,,1,Property Damage Only Collision,Cycles,0,0,1,1,0,0,0,2017-10-05T00:00:00.000Z,10/5/2017 10:05:00 AM,Mid-Block (not related to intersection),21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,19154,0,N,POINT (1263535.516330659 230361.6763199419),14969.0
190140,190141,249507,250107,E709130,Matched,Block,,S SPOKANE NR ST BETWEEN EAST MARGINAL ER WAY S AND COLORADO AVE S,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-08-31T00:00:00.000Z,8/31/2017 8:39:00 AM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Wet,Daylight,,,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1268983.018864229 212176.5948933214),7943.0
190143,190144,253838,254478,E733047,Matched,Block,,DEXTER AVE N BETWEEN PROSPECT ST AND HIGHLAND DR,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-11-03T00:00:00.000Z,11/3/2017 8:50:00 AM,Mid-Block (not related to intersection),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,N,Overcast,Wet,Daylight,,,,45,Vehicle - Pedalcyclist,43016,0,N,POINT (1268362.522095606 233198.6153948456),11790.0
190148,190149,249502,250102,E708935,Matched,Intersection,29862,BELLEVUE AVE AND E PINE ST,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-08-26T00:00:00.000Z,8/26/2017 2:50:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,10342,0,N,POINT (1272084.808499411 227986.9833255112),633.0
190162,190163,253103,253743,E732758,Matched,Intersection,35490,BAY ST AND WESTERN AVE,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2017-10-31T00:00:00.000Z,10/31/2017 4:21:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,Y,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1264905.846060067 229070.5197106302),3865.0
190194,190195,250598,251198,E724933,Matched,Intersection,28422,24TH AVE E AND E MCGRAW ST,,,2b,Serious Injury Collision,Cycles,0,0,1,1,1,1,0,2017-10-15T00:00:00.000Z,10/15/2017 3:33:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,22310,0,N,POINT (1278357.945913836 237001.8597507477),8605.0
190247,190248,251457,252057,3753632,Matched,Intersection,29950,3RD AVE AND SPRING ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2017-10-30T00:00:00.000Z,10/30/2017 5:23:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,523604,N,POINT (1270081.554225355 224785.9475462288),9751.0
190284,190285,252044,252644,E729516,Matched,Intersection,29028,12TH AVE E AND E HARRISON ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-10-25T00:00:00.000Z,10/25/2017 7:02:00 AM,At Intersection (intersection related),21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,10929,0,N,POINT (1274605.915189996 230399.9712319821),2360.0
190311,190312,249728,250328,3783176,Matched,Intersection,32340,1ST AVE S AND S SPOKANE SR ST,,,2b,Serious Injury Collision,Cycles,0,0,1,1,1,1,0,2017-10-10T00:00:00.000Z,10/10/2017 2:43:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,525374,N,POINT (1269950.822961226 212039.4382211864),13070.0
190413,190414,252054,252654,E729928,Matched,Intersection,25691,AURORA AVE N AND N 46 UPPER ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-11-01T00:00:00.000Z,11/1/2017 9:00:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Wet,Daylight,,,,45,Vehicle - Pedalcyclist,22137,0,N,POINT (1267358.509102568 245194.8471511304),1256.0
190468,190469,249736,250336,E715284,Matched,Intersection,33963,DELRIDGE WAY SW AND SW ORCHARD ST,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-09-21T00:00:00.000Z,9/21/2017 3:32:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,525434,N,POINT (1263070.140970185 199975.3299208283),8883.0
190534,190535,251297,251897,E727885,Matched,Intersection,35813,LINDEN AVE N AND N 135TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-10-27T00:00:00.000Z,10/27/2017 5:05:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,7611,0,N,POINT (1267729.966126949 268803.4820553064),1210.0
190537,190538,252085,252685,E730316,Matched,Block,,2ND AV ET S BETWEEN S JACKSON ST AND S MAIN ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2017-10-27T00:00:00.000Z,10/27/2017 3:56:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,Y,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,35950,0,N,POINT (1271183.316146493 222304.5042156875),10267.0
190547,190548,252082,252682,E730284,Matched,Block,,ELLIOTT AVE W BETWEEN W MERCER ST AND W MERCER PL,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-10-24T00:00:00.000Z,10/24/2017 1:12:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,0,N,POINT (1262242.290793329 231965.5804495811),22073.0
190551,190552,253299,253939,3579039,Matched,Intersection,484920,M L KING JR ER WAY S AND S EDMUNDS ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-10-25T00:00:00.000Z,10/25/2017 2:51:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,0,544863,N,POINT (1280297.616187826 207200.341640234),2228.0
190556,190557,249553,250153,3702057,Matched,Block,,ALASKAN WAY BETWEEN CLAY ST AND BROAD ST,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-10-05T00:00:00.000Z,10/5/2017 7:02:00 PM,Driveway Junction,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Dusk,,,,45,Vehicle - Pedalcyclist,20766,0,N,POINT (1265252.220780417 227935.6119334549),6180.0
190564,190565,254025,254665,E735152,Matched,Block,,E YESLER WAY BETWEEN 13TH AVE AND 14TH AVE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-11-07T00:00:00.000Z,11/7/2017 5:10:00 PM,Driveway Junction,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Overcast,Wet,Dusk,,,,45,Vehicle - Pedalcyclist,10005,0,N,POINT (1275012.367926404 222994.6847604066),16043.0
190586,190587,253321,253961,3705781,Matched,Intersection,27181,THACKERAY PL NE AND NE 45TH ST,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-11-10T00:00:00.000Z,11/10/2017 9:44:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,0,524678,N,POINT (1272565.388851911 244807.9126227349),6781.0
190665,190666,250861,251461,E726535,Matched,Block,,ROOSEVELT WAY NE BETWEEN NE 42ND N ST AND NE 43RD S ST,,,2,Injury Collision,Cycles,4,0,1,1,1,0,0,2017-10-24T00:00:00.000Z,10/24/2017 12:00:00 PM,Mid-Block (not related to intersection),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,45532,0,N,POINT (1274621.021750003 243878.6222537905),19267.0
190677,190678,251521,252121,E728851,Matched,Intersection,24760,20TH AVE NE AND NE 75TH ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2017-10-30T00:00:00.000Z,10/30/2017 12:26:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,33174,0,N,POINT (1277518.932280973 252628.4361507446),4267.0
190738,190739,250183,250783,E723389,Matched,Block,,E MADISON ST BETWEEN 29TH E AVE E AND LAKE WASHINGTON BLVD E,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-10-11T00:00:00.000Z,10/11/2017 1:08:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,34635,0,N,POINT (1280297.665083826 231438.7772490531),15060.0
190740,190741,250182,250782,E723382,Matched,Intersection,29860,SUMMIT AVE AND E PINE ST,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-10-11T00:00:00.000Z,10/11/2017 8:47:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,10354,0,N,POINT (1272399.309875742 227981.0989095122),1148.0
190746,190747,250179,250779,E723362,Matched,Intersection,36690,23RD AVE NE AND NE 125TH ST,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-10-03T00:00:00.000Z,10/3/2017 8:26:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,7893,0,N,POINT (1278294.190649778 265854.7716522962),186.0
190863,190864,254798,255438,3784717,Matched,Block,,EASTLAKE AVE E BETWEEN E ROANOKE ST AND E EDGAR ST,,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2017-11-17T00:00:00.000Z,11/17/2017 8:28:00 PM,Mid-Block (not related to intersection),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Overcast,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,24709,0,N,POINT (1272514.014387846 238421.0841362029),19181.0
190864,190865,249796,250396,3753630,Matched,Block,,DEXTER AVE N BETWEEN HAYES ST AND HOWE ST,,,2,Injury Collision,Cycles,0,0,1,1,1,0,0,2017-10-09T00:00:00.000Z,10/9/2017 7:08:00 PM,Mid-Block (not related to intersection),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Dusk,,,,45,Vehicle - Pedalcyclist,12989,0,N,POINT (1268408.639919654 235271.560932979),15764.0
190874,190875,249793,250393,3753419,Matched,Block,,PINE ST BETWEEN 6TH AVE AND 7TH AVE,,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2017-10-09T00:00:00.000Z,10/9/2017 8:48:00 AM,Mid-Block (not related to intersection),54,PEDALCYCLIST STRUCK MOTOR VEHICLE REAR END,,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,45832,0,N,POINT (1270087.975409374 226985.9126684815),6661.0
